Entity,Code,Day,people_fully_vaccinated_per_hundred,145609-annotations
Bulgaria,BGR,2021-01-26,0.08,
Bulgaria,BGR,2021-01-27,0.11,
Bulgaria,BGR,2021-01-28,0.16,
Bulgaria,BGR,2021-01-29,0.19,
Bulgaria,BGR,2021-01-30,0.19,
Bulgaria,BGR,2021-01-31,0.19,
Bulgaria,BGR,2021-02-01,0.2,
Bulgaria,BGR,2021-02-02,0.22,
Bulgaria,BGR,2021-02-03,0.24,
Bulgaria,BGR,2021-02-04,0.25,
Bulgaria,BGR,2021-02-05,0.25,
Bulgaria,BGR,2021-02-06,0.25,
Bulgaria,BGR,2021-02-07,0.25,
Bulgaria,BGR,2021-02-08,0.25,
Bulgaria,BGR,2021-02-09,0.26,
Bulgaria,BGR,2021-02-10,0.27,
Bulgaria,BGR,2021-02-11,0.28,
Bulgaria,BGR,2021-02-12,0.3,
Bulgaria,BGR,2021-02-13,0.3,
Bulgaria,BGR,2021-02-14,0.3,
Bulgaria,BGR,2021-02-15,0.31,
Bulgaria,BGR,2021-02-16,0.33,
Bulgaria,BGR,2021-02-17,0.35,
Bulgaria,BGR,2021-02-18,0.37,
Bulgaria,BGR,2021-02-19,0.38,
Bulgaria,BGR,2021-02-20,0.39,
Bulgaria,BGR,2021-02-21,0.39,
Bulgaria,BGR,2021-02-22,0.4,
Bulgaria,BGR,2021-02-23,0.43,
Bulgaria,BGR,2021-02-24,0.46,
Bulgaria,BGR,2021-02-25,0.5,
Bulgaria,BGR,2021-02-26,0.54,
Bulgaria,BGR,2021-02-27,0.54,
Bulgaria,BGR,2021-02-28,0.54,
Bulgaria,BGR,2021-03-01,0.56,
Bulgaria,BGR,2021-03-02,0.6,
Bulgaria,BGR,2021-03-03,0.6,
Bulgaria,BGR,2021-03-04,0.67,
Bulgaria,BGR,2021-03-05,0.72,
Bulgaria,BGR,2021-03-06,0.72,
Bulgaria,BGR,2021-03-07,0.72,
Bulgaria,BGR,2021-03-08,0.73,
Bulgaria,BGR,2021-03-09,0.74,
Bulgaria,BGR,2021-03-10,0.76,
Bulgaria,BGR,2021-03-11,0.78,
Bulgaria,BGR,2021-03-12,0.83,
Bulgaria,BGR,2021-03-13,0.83,
Bulgaria,BGR,2021-03-14,0.84,
Bulgaria,BGR,2021-03-15,0.86,
Bulgaria,BGR,2021-03-16,0.89,
Bulgaria,BGR,2021-03-17,0.92,
Bulgaria,BGR,2021-03-18,0.96,
Bulgaria,BGR,2021-03-19,1,
Bulgaria,BGR,2021-03-20,1.02,
Bulgaria,BGR,2021-03-21,1.03,
Bulgaria,BGR,2021-03-22,1.06,
Bulgaria,BGR,2021-03-23,1.13,
Bulgaria,BGR,2021-03-24,1.15,
Bulgaria,BGR,2021-03-25,1.2,
Bulgaria,BGR,2021-03-26,1.25,
Bulgaria,BGR,2021-03-27,1.26,
Bulgaria,BGR,2021-03-28,1.27,
Bulgaria,BGR,2021-03-29,1.3,
Bulgaria,BGR,2021-03-30,1.34,
Bulgaria,BGR,2021-03-31,1.37,
Bulgaria,BGR,2021-04-01,1.4,
Bulgaria,BGR,2021-04-02,1.44,
Bulgaria,BGR,2021-04-03,1.45,
Bulgaria,BGR,2021-04-04,1.45,
Bulgaria,BGR,2021-04-05,1.47,
Bulgaria,BGR,2021-04-06,1.51,
Bulgaria,BGR,2021-04-07,1.55,
Bulgaria,BGR,2021-04-08,1.58,
Bulgaria,BGR,2021-04-09,1.62,
Bulgaria,BGR,2021-04-10,1.63,
Bulgaria,BGR,2021-04-11,1.63,
Bulgaria,BGR,2021-04-12,1.65,
Bulgaria,BGR,2021-04-13,1.68,
Bulgaria,BGR,2021-04-14,1.73,
Bulgaria,BGR,2021-04-15,1.78,
Bulgaria,BGR,2021-04-16,1.83,
Bulgaria,BGR,2021-04-17,1.84,
Bulgaria,BGR,2021-04-18,1.85,
Bulgaria,BGR,2021-04-19,1.89,
Bulgaria,BGR,2021-04-20,1.95,
Bulgaria,BGR,2021-04-21,2.06,
Bulgaria,BGR,2021-04-22,2.18,
Bulgaria,BGR,2021-04-23,2.31,
Bulgaria,BGR,2021-04-24,2.34,
Bulgaria,BGR,2021-04-25,2.36,
Bulgaria,BGR,2021-04-26,2.44,
Bulgaria,BGR,2021-04-27,2.56,
Bulgaria,BGR,2021-04-28,2.74,
Bulgaria,BGR,2021-04-29,2.99,
Bulgaria,BGR,2021-04-30,3.07,
Bulgaria,BGR,2021-05-01,3.1,
Bulgaria,BGR,2021-05-02,3.11,
Bulgaria,BGR,2021-05-03,3.16,
Bulgaria,BGR,2021-05-04,3.24,
Bulgaria,BGR,2021-05-05,3.62,
Bulgaria,BGR,2021-05-06,3.66,
Bulgaria,BGR,2021-05-07,4.09,
Bulgaria,BGR,2021-05-08,4.17,
Bulgaria,BGR,2021-05-09,4.2,
Bulgaria,BGR,2021-05-10,4.49,
Bulgaria,BGR,2021-05-11,4.87,
Bulgaria,BGR,2021-05-12,5.21,
Bulgaria,BGR,2021-05-13,5.58,
Bulgaria,BGR,2021-05-14,5.89,
Bulgaria,BGR,2021-05-15,5.95,
Bulgaria,BGR,2021-05-16,5.97,
Bulgaria,BGR,2021-05-17,6.13,
Bulgaria,BGR,2021-05-18,6.35,
Bulgaria,BGR,2021-05-19,6.59,
Bulgaria,BGR,2021-05-20,6.9,
Bulgaria,BGR,2021-05-21,7.12,
Bulgaria,BGR,2021-05-22,7.18,
Bulgaria,BGR,2021-05-23,7.21,
Bulgaria,BGR,2021-05-24,7.27,
Bulgaria,BGR,2021-05-25,7.43,
Bulgaria,BGR,2021-05-26,7.58,
Bulgaria,BGR,2021-05-27,7.68,
Bulgaria,BGR,2021-05-28,7.83,
Bulgaria,BGR,2021-05-29,7.9,
Bulgaria,BGR,2021-05-30,7.95,
Bulgaria,BGR,2021-05-31,8.06,
Bulgaria,BGR,2021-06-01,8.23,
Bulgaria,BGR,2021-06-02,8.44,
Bulgaria,BGR,2021-06-03,8.66,
Bulgaria,BGR,2021-06-04,8.87,
Bulgaria,BGR,2021-06-05,8.92,
Bulgaria,BGR,2021-06-06,8.98,
Bulgaria,BGR,2021-06-07,9.13,
Bulgaria,BGR,2021-06-08,9.33,
Bulgaria,BGR,2021-06-09,9.56,
Bulgaria,BGR,2021-06-10,9.79,
Bulgaria,BGR,2021-06-11,9.99,
Bulgaria,BGR,2021-06-12,10.03,
Bulgaria,BGR,2021-06-13,10.06,
Bulgaria,BGR,2021-06-14,10.14,
Bulgaria,BGR,2021-06-15,10.26,
Bulgaria,BGR,2021-06-16,10.42,
Bulgaria,BGR,2021-06-17,10.59,
Bulgaria,BGR,2021-06-18,10.73,
Bulgaria,BGR,2021-06-19,10.76,
Bulgaria,BGR,2021-06-20,10.78,
Bulgaria,BGR,2021-06-21,10.84,
Bulgaria,BGR,2021-06-22,10.94,
Bulgaria,BGR,2021-06-23,11.05,
Bulgaria,BGR,2021-06-24,11.17,
Bulgaria,BGR,2021-06-25,11.27,
Bulgaria,BGR,2021-06-26,11.3,
Bulgaria,BGR,2021-06-27,11.32,
Bulgaria,BGR,2021-06-28,11.38,
Bulgaria,BGR,2021-06-29,11.49,
Bulgaria,BGR,2021-06-30,11.59,
Bulgaria,BGR,2021-07-01,11.69,
Bulgaria,BGR,2021-07-02,11.78,
Bulgaria,BGR,2021-07-03,11.8,
Bulgaria,BGR,2021-07-04,11.82,
Bulgaria,BGR,2021-07-05,11.87,
Bulgaria,BGR,2021-07-06,11.95,
Bulgaria,BGR,2021-07-07,12.03,
Bulgaria,BGR,2021-07-08,12.11,
Bulgaria,BGR,2021-07-09,12.19,
Bulgaria,BGR,2021-07-10,12.2,
Bulgaria,BGR,2021-07-11,12.22,
Bulgaria,BGR,2021-07-12,12.27,
Bulgaria,BGR,2021-07-27,14.06,
Bulgaria,BGR,2021-07-28,14.17,
Bulgaria,BGR,2021-07-29,14.27,
Bulgaria,BGR,2021-07-30,14.36,
Bulgaria,BGR,2021-07-31,14.39,
Bulgaria,BGR,2021-08-01,14.41,
Bulgaria,BGR,2021-08-02,14.48,
Bulgaria,BGR,2021-08-03,14.58,
Bulgaria,BGR,2021-08-04,14.68,
Bulgaria,BGR,2021-08-05,14.79,
Bulgaria,BGR,2021-08-06,14.88,
Bulgaria,BGR,2021-08-07,14.91,
Bulgaria,BGR,2021-08-08,14.93,
Bulgaria,BGR,2021-08-09,15,
Cambodia,KHM,2021-02-24,0,
Cambodia,KHM,2021-02-25,0,
Cambodia,KHM,2021-02-26,0,
Cambodia,KHM,2021-02-28,0.01,
Cambodia,KHM,2021-03-01,0.01,
Cambodia,KHM,2021-03-02,0.04,
Cambodia,KHM,2021-03-03,0.06,
Cambodia,KHM,2021-03-04,0.07,
Cambodia,KHM,2021-03-05,0.08,
Cambodia,KHM,2021-03-06,0.1,
Cambodia,KHM,2021-03-07,0.11,
Cambodia,KHM,2021-03-08,0.14,
Cambodia,KHM,2021-03-09,0.2,
Cambodia,KHM,2021-03-10,0.24,
Cambodia,KHM,2021-03-11,0.28,
Cambodia,KHM,2021-03-12,0.31,
Cambodia,KHM,2021-03-13,0.34,
Cambodia,KHM,2021-03-14,0.34,
Cambodia,KHM,2021-03-15,0.36,
Cambodia,KHM,2021-03-16,0.45,
Cambodia,KHM,2021-03-17,0.56,
Cambodia,KHM,2021-03-19,0.74,
Cambodia,KHM,2021-03-20,0.8,
Cambodia,KHM,2021-03-21,0.84,
Cambodia,KHM,2021-03-22,0.88,
Cambodia,KHM,2021-03-23,0.93,
Cambodia,KHM,2021-03-24,0.98,
Cambodia,KHM,2021-03-25,1.06,
Cambodia,KHM,2021-03-26,1.14,
Cambodia,KHM,2021-03-27,1.23,
Cambodia,KHM,2021-03-28,1.27,
Cambodia,KHM,2021-03-29,1.32,
Cambodia,KHM,2021-03-30,1.36,
Cambodia,KHM,2021-03-31,1.43,
Cambodia,KHM,2021-04-01,1.45,
Cambodia,KHM,2021-04-02,1.47,
Cambodia,KHM,2021-04-03,1.48,
Cambodia,KHM,2021-04-04,1.49,
Cambodia,KHM,2021-04-05,1.5,
Cambodia,KHM,2021-04-06,1.51,
Cambodia,KHM,2021-04-07,1.53,
Cambodia,KHM,2021-04-08,1.54,
Cambodia,KHM,2021-04-09,1.56,
Cambodia,KHM,2021-04-10,1.59,
Cambodia,KHM,2021-04-11,1.6,
Cambodia,KHM,2021-04-12,1.63,
Cambodia,KHM,2021-04-13,1.65,
Cambodia,KHM,2021-04-14,1.67,
Cambodia,KHM,2021-04-15,1.71,
Cambodia,KHM,2021-04-16,1.79,
Cambodia,KHM,2021-04-17,1.81,
Cambodia,KHM,2021-04-18,1.81,
Cambodia,KHM,2021-04-19,2.28,
Cambodia,KHM,2021-04-20,2.59,
Cambodia,KHM,2021-04-21,2.96,
Cambodia,KHM,2021-04-22,3.38,
Cambodia,KHM,2021-04-23,3.79,
Cambodia,KHM,2021-04-24,4.09,
Cambodia,KHM,2021-04-25,4.38,
Cambodia,KHM,2021-04-26,4.65,
Cambodia,KHM,2021-04-27,4.9,
Cambodia,KHM,2021-04-29,5.45,
Cambodia,KHM,2021-04-30,5.65,
Cambodia,KHM,2021-05-01,5.81,
Cambodia,KHM,2021-05-02,5.89,
Cambodia,KHM,2021-05-03,6,
Cambodia,KHM,2021-05-04,6.15,
Cambodia,KHM,2021-05-05,6.24,
Cambodia,KHM,2021-05-06,6.46,
Cambodia,KHM,2021-05-07,6.59,
Cambodia,KHM,2021-05-08,6.63,
Cambodia,KHM,2021-05-09,6.64,
Cambodia,KHM,2021-05-10,6.68,
Cambodia,KHM,2021-05-11,6.72,
Cambodia,KHM,2021-05-12,6.76,
Cambodia,KHM,2021-05-13,6.79,
Cambodia,KHM,2021-05-14,6.82,
Cambodia,KHM,2021-05-15,6.87,
Cambodia,KHM,2021-05-16,7.09,
Cambodia,KHM,2021-05-17,7.37,
Cambodia,KHM,2021-05-18,7.67,
Cambodia,KHM,2021-05-19,7.99,
Cambodia,KHM,2021-05-20,8.33,
Cambodia,KHM,2021-05-21,8.66,
Cambodia,KHM,2021-05-22,9.06,
Cambodia,KHM,2021-05-23,9.39,
Cambodia,KHM,2021-05-24,9.85,
Cambodia,KHM,2021-05-25,10.16,
Cambodia,KHM,2021-05-26,10.47,
Cambodia,KHM,2021-05-27,10.77,
Cambodia,KHM,2021-05-28,11.15,
Cambodia,KHM,2021-05-29,11.5,
Cambodia,KHM,2021-05-30,11.73,
Cambodia,KHM,2021-05-31,11.89,
Cambodia,KHM,2021-06-01,12.1,
Cambodia,KHM,2021-06-02,12.31,
Cambodia,KHM,2021-06-03,12.53,
Cambodia,KHM,2021-06-04,12.73,
Cambodia,KHM,2021-06-05,12.91,
Cambodia,KHM,2021-06-06,13.06,
Cambodia,KHM,2021-06-07,13.18,
Cambodia,KHM,2021-06-08,13.37,
Cambodia,KHM,2021-06-09,13.63,
Cambodia,KHM,2021-06-10,13.96,
Cambodia,KHM,2021-06-11,14.28,
Cambodia,KHM,2021-06-12,14.59,
Cambodia,KHM,2021-06-13,14.89,
Cambodia,KHM,2021-06-14,15.18,
Cambodia,KHM,2021-06-15,15.5,
Cambodia,KHM,2021-06-16,15.69,
Cambodia,KHM,2021-06-17,15.79,
Cambodia,KHM,2021-06-18,15.95,
Cambodia,KHM,2021-06-19,16.16,
Cambodia,KHM,2021-06-20,16.34,
Cambodia,KHM,2021-06-21,16.48,
Cambodia,KHM,2021-06-22,16.5,
Cambodia,KHM,2021-06-23,16.5,
Cambodia,KHM,2021-06-24,16.52,
Cambodia,KHM,2021-06-25,16.83,
Cambodia,KHM,2021-06-26,17.01,
Cambodia,KHM,2021-06-27,17.23,
Cambodia,KHM,2021-06-28,17.57,
Cambodia,KHM,2021-06-29,17.9,
Cambodia,KHM,2021-06-30,18.24,
Cambodia,KHM,2021-07-01,18.57,
Cambodia,KHM,2021-07-02,18.94,
Cambodia,KHM,2021-07-03,19.27,
Cambodia,KHM,2021-07-04,19.61,
Cambodia,KHM,2021-07-05,19.92,
Cambodia,KHM,2021-07-06,20.2,
Cambodia,KHM,2021-07-07,20.58,
Cambodia,KHM,2021-07-08,21.07,
Cambodia,KHM,2021-07-09,21.7,
Cambodia,KHM,2021-07-10,22.22,
Cambodia,KHM,2021-07-11,22.71,
Cambodia,KHM,2021-07-12,23.13,
Cambodia,KHM,2021-07-13,23.61,
Cambodia,KHM,2021-07-14,23.94,
Cambodia,KHM,2021-07-15,24.14,
Cambodia,KHM,2021-07-16,24.36,
Cambodia,KHM,2021-07-17,24.58,
Cambodia,KHM,2021-07-18,24.71,
Cambodia,KHM,2021-07-19,24.86,
Cambodia,KHM,2021-07-20,25.1,
Cambodia,KHM,2021-07-21,25.44,
Cambodia,KHM,2021-07-22,25.75,
Cambodia,KHM,2021-07-23,26.1,
Cambodia,KHM,2021-07-24,26.5,
Cambodia,KHM,2021-07-25,26.81,
Cambodia,KHM,2021-07-26,27.16,
Cambodia,KHM,2021-07-27,27.44,
Cambodia,KHM,2021-07-28,27.67,
Cambodia,KHM,2021-07-29,27.94,
Cambodia,KHM,2021-07-30,28.29,
Cambodia,KHM,2021-07-31,28.61,
Cambodia,KHM,2021-08-01,28.99,
Cambodia,KHM,2021-08-02,29.55,
Cambodia,KHM,2021-08-03,30.31,
Cambodia,KHM,2021-08-04,31.16,
Cambodia,KHM,2021-08-05,32.31,
Cambodia,KHM,2021-08-06,33.48,
Cambodia,KHM,2021-08-07,34.82,
Cambodia,KHM,2021-08-08,36,
Cambodia,KHM,2021-08-09,37.32,
Cameroon,CMR,2021-05-12,0,
Cameroon,CMR,2021-05-18,0.01,
Cameroon,CMR,2021-05-21,0.01,
Cameroon,CMR,2021-05-24,0.02,
Cameroon,CMR,2021-05-26,0.03,
Cameroon,CMR,2021-05-31,0.04,
Cameroon,CMR,2021-06-08,0.05,
Cameroon,CMR,2021-06-10,0.06,
Cameroon,CMR,2021-06-14,0.06,
Cameroon,CMR,2021-06-20,0.07,
Cameroon,CMR,2021-06-24,0.08,
Cameroon,CMR,2021-06-28,0.08,
Cameroon,CMR,2021-07-12,0.11,
Cameroon,CMR,2021-07-19,0.18,
Cameroon,CMR,2021-07-24,0.19,
Cameroon,CMR,2021-07-26,0.2,
Cameroon,CMR,2021-08-03,0.21,
Cameroon,CMR,2021-08-09,0.23,
Canada,CAN,2021-01-06,0,
Canada,CAN,2021-01-07,0,
Canada,CAN,2021-01-08,0.01,
Canada,CAN,2021-01-09,0.01,
Canada,CAN,2021-01-10,0.01,
Canada,CAN,2021-01-11,0.01,
Canada,CAN,2021-01-12,0.01,
Canada,CAN,2021-01-13,0.03,
Canada,CAN,2021-01-14,0.04,
Canada,CAN,2021-01-15,0.05,
Canada,CAN,2021-01-16,0.05,
Canada,CAN,2021-01-17,0.05,
Canada,CAN,2021-01-18,0.06,
Canada,CAN,2021-01-19,0.06,
Canada,CAN,2021-01-20,0.1,
Canada,CAN,2021-01-21,0.11,
Canada,CAN,2021-01-22,0.13,
Canada,CAN,2021-01-23,0.14,
Canada,CAN,2021-01-24,0.15,
Canada,CAN,2021-01-25,0.17,
Canada,CAN,2021-01-26,0.19,
Canada,CAN,2021-01-27,0.22,
Canada,CAN,2021-01-28,0.24,
Canada,CAN,2021-01-29,0.27,
Canada,CAN,2021-01-30,0.29,
Canada,CAN,2021-01-31,0.3,
Canada,CAN,2021-02-01,0.31,
Canada,CAN,2021-02-02,0.32,
Canada,CAN,2021-02-03,0.34,
Canada,CAN,2021-02-04,0.38,
Canada,CAN,2021-02-05,0.41,
Canada,CAN,2021-02-06,0.45,
Canada,CAN,2021-02-07,0.47,
Canada,CAN,2021-02-08,0.5,
Canada,CAN,2021-02-09,0.54,
Canada,CAN,2021-02-10,0.59,
Canada,CAN,2021-02-11,0.65,
Canada,CAN,2021-02-12,0.71,
Canada,CAN,2021-02-13,0.76,
Canada,CAN,2021-02-14,0.8,
Canada,CAN,2021-02-15,0.82,
Canada,CAN,2021-02-16,0.87,
Canada,CAN,2021-02-17,0.91,
Canada,CAN,2021-02-18,0.96,
Canada,CAN,2021-02-19,1.03,
Canada,CAN,2021-02-20,1.07,
Canada,CAN,2021-02-21,1.11,
Canada,CAN,2021-02-22,1.19,
Canada,CAN,2021-02-23,1.24,
Canada,CAN,2021-02-24,1.28,
Canada,CAN,2021-02-25,1.32,
Canada,CAN,2021-02-26,1.36,
Canada,CAN,2021-02-27,1.38,
Canada,CAN,2021-02-28,1.39,
Canada,CAN,2021-03-01,1.43,
Canada,CAN,2021-03-02,1.45,
Canada,CAN,2021-03-03,1.47,
Canada,CAN,2021-03-04,1.48,
Canada,CAN,2021-03-05,1.49,
Canada,CAN,2021-03-06,1.49,
Canada,CAN,2021-03-07,1.5,
Canada,CAN,2021-03-08,1.53,
Canada,CAN,2021-03-09,1.53,
Canada,CAN,2021-03-10,1.55,
Canada,CAN,2021-03-11,1.56,
Canada,CAN,2021-03-12,1.57,
Canada,CAN,2021-03-13,1.57,
Canada,CAN,2021-03-14,1.58,
Canada,CAN,2021-03-15,1.59,
Canada,CAN,2021-03-16,1.6,
Canada,CAN,2021-03-17,1.62,
Canada,CAN,2021-03-18,1.63,
Canada,CAN,2021-03-19,1.65,
Canada,CAN,2021-03-20,1.66,
Canada,CAN,2021-03-21,1.67,
Canada,CAN,2021-03-22,1.68,
Canada,CAN,2021-03-23,1.69,
Canada,CAN,2021-03-24,1.7,
Canada,CAN,2021-03-25,1.72,
Canada,CAN,2021-03-26,1.74,
Canada,CAN,2021-03-27,1.76,
Canada,CAN,2021-03-28,1.77,
Canada,CAN,2021-03-29,1.78,
Canada,CAN,2021-03-30,1.8,
Canada,CAN,2021-03-31,1.82,
Canada,CAN,2021-04-01,1.84,
Canada,CAN,2021-04-02,1.86,
Canada,CAN,2021-04-03,1.87,
Canada,CAN,2021-04-04,1.87,
Canada,CAN,2021-04-05,1.9,
Canada,CAN,2021-04-06,1.94,
Canada,CAN,2021-04-07,1.98,
Canada,CAN,2021-04-08,2.02,
Canada,CAN,2021-04-09,2.07,
Canada,CAN,2021-04-10,2.1,
Canada,CAN,2021-04-11,2.11,
Canada,CAN,2021-04-12,2.16,
Canada,CAN,2021-04-13,2.2,
Canada,CAN,2021-04-14,2.23,
Canada,CAN,2021-04-15,2.26,
Canada,CAN,2021-04-16,2.34,
Canada,CAN,2021-04-17,2.41,
Canada,CAN,2021-04-18,2.42,
Canada,CAN,2021-04-19,2.47,
Canada,CAN,2021-04-20,2.5,
Canada,CAN,2021-04-21,2.54,
Canada,CAN,2021-04-22,2.58,
Canada,CAN,2021-04-23,2.63,
Canada,CAN,2021-04-24,2.67,
Canada,CAN,2021-04-25,2.7,
Canada,CAN,2021-04-26,2.72,
Canada,CAN,2021-04-27,2.77,
Canada,CAN,2021-04-28,2.81,
Canada,CAN,2021-04-29,2.87,
Canada,CAN,2021-04-30,2.89,
Canada,CAN,2021-05-01,2.96,
Canada,CAN,2021-05-02,2.99,
Canada,CAN,2021-05-03,3.01,
Canada,CAN,2021-05-04,3.06,
Canada,CAN,2021-05-05,3.11,
Canada,CAN,2021-05-06,3.17,
Canada,CAN,2021-05-07,3.24,
Canada,CAN,2021-05-08,3.29,
Canada,CAN,2021-05-09,3.31,
Canada,CAN,2021-05-10,3.36,
Canada,CAN,2021-05-11,3.41,
Canada,CAN,2021-05-12,3.47,
Canada,CAN,2021-05-13,3.54,
Canada,CAN,2021-05-14,3.63,
Canada,CAN,2021-05-15,3.7,
Canada,CAN,2021-05-16,3.74,
Canada,CAN,2021-05-17,3.77,
Canada,CAN,2021-05-18,3.84,
Canada,CAN,2021-05-19,3.94,
Canada,CAN,2021-05-20,4.05,
Canada,CAN,2021-05-21,4.19,
Canada,CAN,2021-05-22,4.32,
Canada,CAN,2021-05-23,4.38,
Canada,CAN,2021-05-24,4.43,
Canada,CAN,2021-05-25,4.49,
Canada,CAN,2021-05-26,4.62,
Canada,CAN,2021-05-27,4.79,
Canada,CAN,2021-05-28,4.98,
Canada,CAN,2021-05-29,5.16,
Canada,CAN,2021-05-30,5.33,
Canada,CAN,2021-05-31,5.51,
Canada,CAN,2021-06-01,5.73,
Canada,CAN,2021-06-02,6,
Canada,CAN,2021-06-03,6.37,
Canada,CAN,2021-06-04,6.81,
Canada,CAN,2021-06-05,7.19,
Canada,CAN,2021-06-06,7.53,
Canada,CAN,2021-06-07,7.94,
Canada,CAN,2021-06-08,8.44,
Canada,CAN,2021-06-09,9.07,
Canada,CAN,2021-06-10,9.85,
Canada,CAN,2021-06-11,10.72,
Canada,CAN,2021-06-12,11.48,
Canada,CAN,2021-06-13,12.17,
Canada,CAN,2021-06-14,13.01,
Canada,CAN,2021-06-15,13.88,
Canada,CAN,2021-06-16,14.85,
Canada,CAN,2021-06-17,15.91,
Canada,CAN,2021-06-18,17.06,
Canada,CAN,2021-06-19,18,
Canada,CAN,2021-06-20,18.77,
Canada,CAN,2021-06-21,19.64,
Canada,CAN,2021-06-22,20.72,
Canada,CAN,2021-06-23,21.92,
Canada,CAN,2021-06-24,23.3,
Canada,CAN,2021-06-25,24.52,
Canada,CAN,2021-06-26,25.57,
Canada,CAN,2021-06-27,26.42,
Canada,CAN,2021-06-28,28.06,
Canada,CAN,2021-06-29,29.44,
Canada,CAN,2021-06-30,30.9,
Canada,CAN,2021-07-01,31.96,
Canada,CAN,2021-07-02,33.37,
Canada,CAN,2021-07-03,34.25,
Canada,CAN,2021-07-04,35.02,
Canada,CAN,2021-07-05,36.46,
Canada,CAN,2021-07-06,37.62,
Canada,CAN,2021-07-07,38.84,
Canada,CAN,2021-07-08,40.33,
Canada,CAN,2021-07-09,41.63,
Canada,CAN,2021-07-10,42.51,
Canada,CAN,2021-07-11,43.2,
Canada,CAN,2021-07-12,44.38,
Canada,CAN,2021-07-13,45.38,
Canada,CAN,2021-07-14,46.39,
Canada,CAN,2021-07-15,47.43,
Canada,CAN,2021-07-16,48.45,
Canada,CAN,2021-07-17,49.17,
Canada,CAN,2021-07-18,49.7,
Canada,CAN,2021-07-19,50.71,
Canada,CAN,2021-07-20,51.5,
Canada,CAN,2021-07-21,52.42,
Canada,CAN,2021-07-22,53.32,
Canada,CAN,2021-07-23,54.15,
Canada,CAN,2021-07-24,54.73,
Canada,CAN,2021-07-25,55.18,
Canada,CAN,2021-07-26,56.1,
Canada,CAN,2021-07-27,56.74,
Canada,CAN,2021-07-28,57.37,
Canada,CAN,2021-07-29,57.98,
Canada,CAN,2021-07-30,58.56,
Canada,CAN,2021-07-31,58.95,
Canada,CAN,2021-08-01,59.25,
Canada,CAN,2021-08-02,59.46,
Canada,CAN,2021-08-03,60.16,
Canada,CAN,2021-08-04,60.52,
Canada,CAN,2021-08-05,60.93,
Canada,CAN,2021-08-06,61.31,
Canada,CAN,2021-08-07,61.59,
Canada,CAN,2021-08-08,61.8,
Canada,CAN,2021-08-09,62.21,
Cape Verde,CPV,2021-05-12,0.48,
Cape Verde,CPV,2021-05-18,0.48,
Cape Verde,CPV,2021-05-21,0.48,
Cape Verde,CPV,2021-06-08,0.49,
Cape Verde,CPV,2021-06-10,0.5,
Cape Verde,CPV,2021-06-14,0.5,
Cape Verde,CPV,2021-06-20,0.51,
Cape Verde,CPV,2021-06-24,0.72,
Cape Verde,CPV,2021-06-28,1.09,
Cape Verde,CPV,2021-07-05,1.8,
Cape Verde,CPV,2021-07-12,2.44,
Cape Verde,CPV,2021-07-13,2.57,
Cape Verde,CPV,2021-07-19,2.75,
Cape Verde,CPV,2021-07-24,3.18,
Cape Verde,CPV,2021-07-26,3.27,
Cape Verde,CPV,2021-08-03,3.9,
Cape Verde,CPV,2021-08-09,4.64,
Cayman Islands,CYM,2021-02-04,4.86,
Cayman Islands,CYM,2021-02-09,7.26,
Cayman Islands,CYM,2021-02-10,7.87,
Cayman Islands,CYM,2021-02-12,9.69,
Cayman Islands,CYM,2021-02-17,10.56,
Cayman Islands,CYM,2021-02-19,10.66,
Cayman Islands,CYM,2021-02-20,11.62,
Cayman Islands,CYM,2021-02-23,11.71,
Cayman Islands,CYM,2021-02-24,11.8,
Cayman Islands,CYM,2021-03-05,13.51,
Cayman Islands,CYM,2021-03-12,15.39,
Cayman Islands,CYM,2021-03-16,17.72,
Cayman Islands,CYM,2021-03-18,18.79,
Cayman Islands,CYM,2021-03-19,19.51,
Cayman Islands,CYM,2021-03-22,20.61,
Cayman Islands,CYM,2021-03-24,22.48,
Cayman Islands,CYM,2021-03-25,23.52,
Cayman Islands,CYM,2021-03-29,27.33,
Cayman Islands,CYM,2021-03-31,29.04,
Cayman Islands,CYM,2021-04-01,30.67,
Cayman Islands,CYM,2021-04-07,33.74,
Cayman Islands,CYM,2021-04-08,35.9,
Cayman Islands,CYM,2021-04-09,37.36,
Cayman Islands,CYM,2021-04-13,40.33,
Cayman Islands,CYM,2021-04-15,41.22,
Cayman Islands,CYM,2021-04-16,41.55,
Cayman Islands,CYM,2021-04-20,43.72,
Cayman Islands,CYM,2021-04-21,44.11,
Cayman Islands,CYM,2021-04-30,45.53,
Cayman Islands,CYM,2021-05-07,49.15,
Cayman Islands,CYM,2021-05-13,51.23,
Cayman Islands,CYM,2021-05-14,51.61,
Cayman Islands,CYM,2021-05-19,52.2,
Cayman Islands,CYM,2021-05-25,54.93,
Cayman Islands,CYM,2021-05-26,55.62,
Cayman Islands,CYM,2021-05-28,56.12,
Cayman Islands,CYM,2021-06-02,58.63,
Cayman Islands,CYM,2021-06-03,59,
Cayman Islands,CYM,2021-06-05,59.48,
Cayman Islands,CYM,2021-06-08,59.48,
Cayman Islands,CYM,2021-06-17,61.67,
Cayman Islands,CYM,2021-06-21,63.83,
Cayman Islands,CYM,2021-06-22,63.83,
Cayman Islands,CYM,2021-06-24,64.91,
Cayman Islands,CYM,2021-06-25,65.99,
